name,class,image_path,pca0,pca1,pca2,pca3,pca4,pca5,pca6,pca7,pca8,pca9,fold,crop_path,croped
MissMarch_003042640_00000026,0,./data/Images/Angry/MissMarch_003042640_00000026.png,-0.00063337,0.0062322,-0.0029473,-0.015896,0.0020285,0.0018551,-0.0017612,0.00087291,-0.0010661,0.0029067,1,data/crop_faces/0/MissMarch_003042640_00000026.png,True
OceansEleven_005015240_00000061,0,./data/Images/Angry/OceansEleven_005015240_00000061.png,-0.0014236,0.020735,-0.00037014,0.0026868,0.002423,-0.0020429,0.004727,0.00036966,-0.003112,0.010394,1,data/crop_faces/0/OceansEleven_005015240_00000061.png,True
HarryPotter_Half_Blood_Prince_002409374_00000004,0,./data/Images/Angry/HarryPotter_Half_Blood_Prince_002409374_00000004.png,-0.003555,0.01987,-0.0081971,0.0045938,-0.0010265,-0.0074337,0.001898,0.0061957,0.0015097,0.012552,1,data/crop_faces/0/HarryPotter_Half_Blood_Prince_002409374_00000004.png,False
LittleManhattan_010116283_00000027,0,./data/Images/Angry/LittleManhattan_010116283_00000027.png,-3.96e-05,-0.0086777,0.017494,-0.010735,0.00059576,-0.0095403,-0.0027704,0.00047637,-0.0033724,0.0041831,1,data/crop_faces/0/LittleManhattan_010116283_00000027.png,True
AlexEmma_011823160_00000002,0,./data/Images/Angry/AlexEmma_011823160_00000002.png,-0.0026443,-0.0080293,-0.014288,-0.0058553,-0.0030814,-0.01372,0.0063709,-0.0033444,0.00086169,0.0098901,1,data/crop_faces/0/AlexEmma_011823160_00000002.png,True
Bridesmaids_012317840_00000001,0,./data/Images/Angry/Bridesmaids_012317840_00000001.png,-0.0024266,-0.017464,0.0030123,-0.0013373,-0.0015357,-0.0030522,-0.0004246,-0.00459,-0.0018715,-0.0045899,1,data/crop_faces/0/Bridesmaids_012317840_00000001.png,True
HarryPotter_Deathly_Hallows_1_011317280_00000044,0,./data/Images/Angry/HarryPotter_Deathly_Hallows_1_011317280_00000044.png,0.0015074,0.019261,-0.0032851,-0.013921,0.0037147,0.0038625,-0.0021242,0.0010569,0.0013794,-0.0022911,1,data/crop_faces/0/HarryPotter_Deathly_Hallows_1_011317280_00000044.png,False
Airheads_000519240_00000005,0,./data/Images/Angry/Airheads_000519240_00000005.png,-0.00081724,0.0034698,-0.0075171,-0.010912,-0.0054296,0.0095511,0.0067755,0.0035193,-0.00099964,0.0043082,1,data/crop_faces/0/Airheads_000519240_00000005.png,True
AlexEmma_011823160_00000020,0,./data/Images/Angry/AlexEmma_011823160_00000020.png,-0.002961,-0.006497,-0.01055,-0.0050085,-0.0038343,-0.012835,0.0059831,0.00047243,-0.00024567,0.0073289,1,data/crop_faces/0/AlexEmma_011823160_00000020.png,True
Bridesmaids_000633160_00000001,0,./data/Images/Angry/Bridesmaids_000633160_00000001.png,-0.0018061,-0.029363,0.044885,0.0075166,0.0020237,0.0026599,-0.0057933,0.001646,0.0030582,0.0055054,1,data/crop_faces/0/Bridesmaids_000633160_00000001.png,True
NanyDiaries_012335760_00000021,0,./data/Images/Angry/NanyDiaries_012335760_00000021.png,-0.0032777,-0.013739,0.014181,0.0022914,-0.0024235,0.0019466,-0.0087151,-0.0028876,-0.0063079,-0.00309,1,data/crop_faces/0/NanyDiaries_012335760_00000021.png,False
AlexEmma_011824880_00000036,0,./data/Images/Angry/AlexEmma_011824880_00000036.png,-0.0017628,-0.018495,-0.0085933,-0.0051268,-0.0081491,-0.013014,0.006319,-0.0084818,0.0035157,0.0077901,1,data/crop_faces/0/AlexEmma_011824880_00000036.png,True
OneFlewOverCuckooNest_001821420_00000001,0,./data/Images/Angry/OneFlewOverCuckooNest_001821420_00000001.png,-0.0010396,-0.0018641,0.003064,-0.0048001,0.0038125,-0.0013151,-0.0088063,-0.0077704,-0.00032014,-0.00024169,1,data/crop_faces/0/OneFlewOverCuckooNest_001821420_00000001.png,True
DecemberBoys_003642720_00000001,0,./data/Images/Angry/DecemberBoys_003642720_00000001.png,-0.0016493,0.0073396,-4.24e-05,0.0032616,-0.0050959,0.0038817,0.013693,0.0056363,-0.0082722,-0.0034125,1,data/crop_faces/0/DecemberBoys_003642720_00000001.png,False
HarryPotter_Deathly_Hallows_1_000046280_00000081,0,./data/Images/Angry/HarryPotter_Deathly_Hallows_1_000046280_00000081.png,-0.0026554,0.020734,-0.010664,0.0096263,-0.0032683,-0.00011187,0.0022262,-0.010637,-0.013132,-0.0045526,1,data/crop_faces/0/HarryPotter_Deathly_Hallows_1_000046280_00000081.png,False
GirlWithAPearlEarring_012432920_00000021,0,./data/Images/Angry/GirlWithAPearlEarring_012432920_00000021.png,-0.0013715,-0.0092533,-2.71e-05,0.016635,-0.0056284,0.00074431,-0.0091403,-0.0086923,-0.00032459,0.0046358,1,data/crop_faces/0/GirlWithAPearlEarring_012432920_00000021.png,False
OceansTwelve_002551440_00000006,0,./data/Images/Angry/OceansTwelve_002551440_00000006.png,8.59e-05,0.0090632,0.0011647,-0.0016538,-0.0078109,-0.0049567,-0.00031325,-0.0025217,-0.0025649,0.004844,1,data/crop_faces/0/OceansTwelve_002551440_00000006.png,True
HarryPotter_GobletOfFire_004924334_00000004,0,./data/Images/Angry/HarryPotter_GobletOfFire_004924334_00000004.png,-0.0041587,-0.015492,-0.0038254,-0.0086751,0.012051,-0.0048947,-0.005991,0.0017722,-0.00027879,-0.0023777,1,data/crop_faces/0/HarryPotter_GobletOfFire_004924334_00000004.png,True
HarryPotter_Deathly_Hallows_1_000046280_00000091,0,./data/Images/Angry/HarryPotter_Deathly_Hallows_1_000046280_00000091.png,-0.0042227,0.021871,-0.010958,0.0086481,-0.0085199,0.0014339,0.001498,-0.009725,-0.014254,-0.0039295,2,data/crop_faces/0/HarryPotter_Deathly_Hallows_1_000046280_00000091.png,False
OceansEleven_005846280_00000054,0,./data/Images/Angry/OceansEleven_005846280_00000054.png,-0.00022451,0.025379,-0.0014213,-0.00044337,-0.0059197,-0.0073067,3.12e-05,-0.0042199,0.0019807,0.0096396,2,data/crop_faces/0/OceansEleven_005846280_00000054.png,False
MissMarch_003042640_00000045,0,./data/Images/Angry/MissMarch_003042640_00000045.png,0.0012325,0.008598,-0.006832,-0.01488,0.0018123,0.0063872,-0.00091251,0.0050997,0.0020046,0.0023445,2,data/crop_faces/0/MissMarch_003042640_00000045.png,False
DecemberBoys_003642720_00000012,0,./data/Images/Angry/DecemberBoys_003642720_00000012.png,-0.00027935,0.010563,-0.0017705,-0.008248,-0.00473,0.0080115,0.010726,-0.0072464,-0.002619,0.002202,2,data/crop_faces/0/DecemberBoys_003642720_00000012.png,False
Contraband_011817120_00000011,0,./data/Images/Angry/Contraband_011817120_00000011.png,-0.0019229,0.02151,0.012498,0.00099183,0.0030594,0.0040714,-0.013814,-0.0052915,-0.0029126,0.0050357,2,data/crop_faces/0/Contraband_011817120_00000011.png,False
MissMarch_004423640_00000028,0,./data/Images/Angry/MissMarch_004423640_00000028.png,-0.0041269,0.0096368,0.0093183,-0.0030688,0.013775,0.0016612,-0.0094823,-0.00024283,-0.0024839,-0.0042894,2,data/crop_faces/0/MissMarch_004423640_00000028.png,True
Bridesmaids_000505440_00000001,0,./data/Images/Angry/Bridesmaids_000505440_00000001.png,-0.0058813,0.028475,-0.0096436,0.010083,0.0048148,-0.0078677,-0.0058213,0.001409,0.0045138,-0.0037919,2,data/crop_faces/0/Bridesmaids_000505440_00000001.png,False
NanyDiaries_012335760_00000006,0,./data/Images/Angry/NanyDiaries_012335760_00000006.png,0.0046879,0.007618,0.023071,-0.0079162,-0.0055626,0.00356,-0.012905,-0.001635,-0.0064359,0.0045219,2,data/crop_faces/0/NanyDiaries_012335760_00000006.png,False
AlexEmma_004108160_00000005,0,./data/Images/Angry/AlexEmma_004108160_00000005.png,0.0020192,-0.0021889,0.0016372,-0.0078953,-0.0076976,0.014068,0.0079642,0.0068933,-0.001063,0.0011439,2,data/crop_faces/0/AlexEmma_004108160_00000005.png,True
Bridesmaids_012317840_00000014,0,./data/Images/Angry/Bridesmaids_012317840_00000014.png,-0.0040089,-0.012437,-0.0030043,-0.0035653,-0.00037296,0.0060265,0.0045371,0.0013976,0.0013232,-0.007328,2,data/crop_faces/0/Bridesmaids_012317840_00000014.png,True
AndSoonCameDarkness_005445120_00000021,0,./data/Images/Angry/AndSoonCameDarkness_005445120_00000021.png,-0.0041429,-0.0083947,0.0037405,0.00094134,0.0052127,0.0044249,-0.0065056,-0.0032856,-0.011229,-0.0025118,2,data/crop_faces/0/AndSoonCameDarkness_005445120_00000021.png,True
MissMarch_003042640_00000055,0,./data/Images/Angry/MissMarch_003042640_00000055.png,0.0021853,0.013519,0.0048912,-0.018744,0.0039603,0.0041698,-0.0064926,0.0029989,0.00078326,0.0040329,2,data/crop_faces/0/MissMarch_003042640_00000055.png,False
OceansEleven_013542000_00000047,0,./data/Images/Angry/OceansEleven_013542000_00000047.png,-0.0031376,0.034272,0.006949,0.0055311,0.00075631,0.0085226,-0.0090204,0.0024922,-0.0057317,-0.0027574,2,data/crop_faces/0/OceansEleven_013542000_00000047.png,True
MarotAtTheWedding_011010680_00000043,0,./data/Images/Angry/MarotAtTheWedding_011010680_00000043.png,-0.0029797,-0.0054257,-0.0057613,-0.0039742,0.0052347,0.0024969,0.0055981,-0.010683,-0.0045749,0.002848,2,data/crop_faces/0/MarotAtTheWedding_011010680_00000043.png,True
Bridesmaids_004329400_00000016,0,./data/Images/Angry/Bridesmaids_004329400_00000016.png,-0.0029347,0.012217,-0.0039011,-0.0028043,-0.00075018,0.0052883,0.0007187,-0.0017683,0.001271,-0.0060045,2,data/crop_faces/0/Bridesmaids_004329400_00000016.png,True
HarryPotter_Deathly_Hallows_1_011419400_00000001,0,./data/Images/Angry/HarryPotter_Deathly_Hallows_1_011419400_00000001.png,-0.0019031,-0.00036273,0.016935,-0.00085197,-0.0010369,0.0054786,-0.0045993,-0.0031744,0.0014018,0.0031651,2,data/crop_faces/0/HarryPotter_Deathly_Hallows_1_011419400_00000001.png,True
DeepBlueSea_012801400_00000048,0,./data/Images/Angry/DeepBlueSea_012801400_00000048.png,-0.00213,-0.011126,0.0045962,-0.011067,-0.0043471,-0.0021171,-0.0052348,-0.0016657,0.00054628,-0.00064051,2,data/crop_faces/0/DeepBlueSea_012801400_00000048.png,True
HarryPotter_Half_Blood_Prince_000029301_00000001,0,./data/Images/Angry/HarryPotter_Half_Blood_Prince_000029301_00000001.png,-0.0035431,0.028603,-0.0021607,0.011616,-0.0022545,0.0031692,0.0028451,0.0059502,0.0056156,-0.0082057,2,data/crop_faces/0/HarryPotter_Half_Blood_Prince_000029301_00000001.png,True
DecemberBoys_003642720_00000058,0,./data/Images/Angry/DecemberBoys_003642720_00000058.png,0.00012009,0.0093292,-0.0021157,-0.012016,-0.0044257,0.0059932,0.011014,0.0042765,-0.0036438,0.0026771,2,data/crop_faces/0/DecemberBoys_003642720_00000058.png,False
IAmSam_013844800_00000074,0,./data/Images/Angry/IAmSam_013844800_00000074.png,-0.0015898,-0.012634,-0.00047369,0.0061825,-0.0074477,0.0096675,-0.0044559,-0.0031846,0.0088628,0.0018159,2,data/crop_faces/0/IAmSam_013844800_00000074.png,True
Bridesmaids_012404000_00000001,0,./data/Images/Angry/Bridesmaids_012404000_00000001.png,-0.0035079,-0.006741,-0.0057242,3.08e-05,0.0004322,-0.014378,0.0069539,-0.0050529,0.0035775,0.0077118,3,data/crop_faces/0/Bridesmaids_012404000_00000001.png,True
Bridesmaids_004518040_00000015,0,./data/Images/Angry/Bridesmaids_004518040_00000015.png,-0.0050227,-0.017054,0.0035851,-0.0038893,-0.00042261,0.0093417,-0.0024214,-0.0013027,0.0034852,0.0034381,3,data/crop_faces/0/Bridesmaids_004518040_00000015.png,True
OceansThirteen_011442920_00000015,0,./data/Images/Angry/OceansThirteen_011442920_00000015.png,0.00051763,0.0057557,0.0029993,-0.01042,-0.0081486,0.0085675,-0.0087352,0.0017667,0.002451,0.00080679,3,data/crop_faces/0/OceansThirteen_011442920_00000015.png,True
OceansTwelve_011833280_00000042,0,./data/Images/Angry/OceansTwelve_011833280_00000042.png,-0.0030394,0.00089476,0.0078503,-0.0028552,0.0084924,-0.0082147,-0.0030621,0.0067815,-0.00072826,0.0026673,3,data/crop_faces/0/OceansTwelve_011833280_00000042.png,True
MissMarch_004417200_00000013,0,./data/Images/Angry/MissMarch_004417200_00000013.png,-0.0012806,0.0041746,0.0072593,-0.0085993,0.0098398,0.0023785,-0.011314,-0.0019872,-0.0044725,-0.00079396,3,data/crop_faces/0/MissMarch_004417200_00000013.png,False
HarryPotter_PhilosopherStone_000507614_00000033,0,./data/Images/Angry/HarryPotter_PhilosopherStone_000507614_00000033.png,-0.0012993,-0.020275,-0.0012944,0.0060728,-0.0048173,0.010036,-4.1e-05,-0.0040885,0.0089601,-0.00454,3,data/crop_faces/0/HarryPotter_PhilosopherStone_000507614_00000033.png,True
OceansTwelve_011833280_00000020,0,./data/Images/Angry/OceansTwelve_011833280_00000020.png,-0.0025541,0.001568,0.0090969,0.0040285,0.012523,-0.0089158,-0.0039161,0.0039418,-0.0012405,0.0016141,3,data/crop_faces/0/OceansTwelve_011833280_00000020.png,True
HarryPotter_Half_Blood_Prince_005938934_00000039,0,./data/Images/Angry/HarryPotter_Half_Blood_Prince_005938934_00000039.png,-0.0067809,0.00571,-0.01158,0.0151,0.0049884,-0.010065,-0.0019479,-0.0015323,-0.00046639,-0.003421,3,data/crop_faces/0/HarryPotter_Half_Blood_Prince_005938934_00000039.png,True
HarryPotter_Deathly_Hallows_1_001425880_00000062,0,./data/Images/Angry/HarryPotter_Deathly_Hallows_1_001425880_00000062.png,-0.0021384,0.010668,-0.0062448,-0.0047535,-0.0025332,0.0022103,0.0050917,0.001954,0.0042866,-0.0033327,3,data/crop_faces/0/HarryPotter_Deathly_Hallows_1_001425880_00000062.png,True
AlexEmma_011824880_00000048,0,./data/Images/Angry/AlexEmma_011824880_00000048.png,-0.0016586,-0.010739,-0.0079359,-0.0098256,-0.0058599,-0.0089289,0.0077286,-0.001417,0.0025427,0.0065222,3,data/crop_faces/0/AlexEmma_011824880_00000048.png,True
Bridesmaids_012332520_00000001,0,./data/Images/Angry/Bridesmaids_012332520_00000001.png,-0.0022576,-0.012847,0.0054116,0.00016245,-0.0033449,-0.0053552,0.0096722,-0.0078622,-0.0074288,0.0086351,3,data/crop_faces/0/Bridesmaids_012332520_00000001.png,True
CryingGame_003415240_00000005,0,./data/Images/Angry/CryingGame_003415240_00000005.png,-0.0034,-0.0023921,-0.0074692,0.00014056,0.0041433,-0.01087,0.0008546,-0.0053146,-0.0016845,0.0018592,3,data/crop_faces/0/CryingGame_003415240_00000005.png,True
NotSuitableForChildren_002137000_00000057,0,./data/Images/Angry/NotSuitableForChildren_002137000_00000057.png,-0.0015684,0.0046276,-0.0047175,-0.0098511,-0.0041155,0.0055952,-0.0059705,-0.0021894,0.0022599,0.0029176,3,data/crop_faces/0/NotSuitableForChildren_002137000_00000057.png,True
CryingGame_003415240_00000019,0,./data/Images/Angry/CryingGame_003415240_00000019.png,0.00040425,0.0032016,0.00089774,-0.0016135,-9.35e-05,-0.0064105,0.00090482,0.0083445,-0.003192,0.0012925,3,data/crop_faces/0/CryingGame_003415240_00000019.png,False
Bridesmaids_012332520_00000016,0,./data/Images/Angry/Bridesmaids_012332520_00000016.png,-0.0043712,-0.01031,-0.012958,0.003382,-0.0019525,-0.0071176,0.0082688,-0.0073442,-0.0022577,-0.00018211,3,data/crop_faces/0/Bridesmaids_012332520_00000016.png,True
Descendants_003858520_00000022,0,./data/Images/Angry/Descendants_003858520_00000022.png,-0.00373,0.0043942,0.00055101,-0.0083147,0.012913,-0.0036536,-0.0050979,0.0062116,-0.0019136,0.0054875,3,data/crop_faces/0/Descendants_003858520_00000022.png,False
MissMarch_000546640_00000019,0,./data/Images/Angry/MissMarch_000546640_00000019.png,-0.0054746,-0.002378,-0.015873,0.007469,-0.0073835,-0.0064833,-0.0078817,-0.001757,-0.0010016,-0.0028756,3,data/crop_faces/0/MissMarch_000546640_00000019.png,True
HarryPotter_PhilosopherStone_001549894_00000025,0,./data/Images/Angry/HarryPotter_PhilosopherStone_001549894_00000025.png,-0.0015944,0.0079929,0.0034429,-0.0017081,0.0019936,0.0082761,-0.0013447,-0.0037206,0.0022921,-0.0022234,3,data/crop_faces/0/HarryPotter_PhilosopherStone_001549894_00000025.png,False
Bridesmaids_011346520_00000050,0,./data/Images/Angry/Bridesmaids_011346520_00000050.png,-0.0014403,-0.011222,0.008509,-0.00023923,-0.0003599,-0.0026784,0.0059518,0.010766,-0.0055396,0.0055861,3,data/crop_faces/0/Bridesmaids_011346520_00000050.png,True
Bridesmaids_000505440_00000053,0,./data/Images/Angry/Bridesmaids_000505440_00000053.png,-0.0031186,0.032147,-0.013418,0.004672,0.0021396,-0.004804,-0.0056556,0.00013423,0.0038519,-0.0041281,3,data/crop_faces/0/Bridesmaids_000505440_00000053.png,True
Bridesmaids_012921200_00000001,0,./data/Images/Angry/Bridesmaids_012921200_00000001.png,-0.0052663,-0.01373,-0.011711,0.00026713,0.0044454,-0.0067014,-0.0030156,-0.0050023,0.0015167,-0.01172,4,data/crop_faces/0/Bridesmaids_012921200_00000001.png,True
AlexEmma_004541880_00000063,0,./data/Images/Angry/AlexEmma_004541880_00000063.png,-0.0045181,-0.013468,-0.0054261,-0.0030916,-0.0023567,0.010618,0.0068644,-0.0049586,0.0011314,0.0027233,4,data/crop_faces/0/AlexEmma_004541880_00000063.png,True
CryingGame_013249040_00000040,0,./data/Images/Angry/CryingGame_013249040_00000040.png,-0.0045632,0.0043219,0.0074584,0.011655,0.0016407,-0.002266,-0.011177,0.0053497,-0.0067411,0.0024694,4,data/crop_faces/0/CryingGame_013249040_00000040.png,False
AlexEmma_000225840_00000024,0,./data/Images/Angry/AlexEmma_000225840_00000024.png,-0.0019823,-0.00026502,0.00016096,-0.010747,0.00082863,-0.00049553,-0.0047233,-0.0053007,2.9e-05,0.0024337,4,data/crop_faces/0/AlexEmma_000225840_00000024.png,True
HarryPotter_PhilosopherStone_000507614_00000006,0,./data/Images/Angry/HarryPotter_PhilosopherStone_000507614_00000006.png,-0.002887,-0.016588,-0.00021962,0.0061746,-0.0023688,0.010041,-0.0030994,-0.0021012,0.010498,-0.0025977,4,data/crop_faces/0/HarryPotter_PhilosopherStone_000507614_00000006.png,True
HarryPotter_Deathly_Hallows_1_010758520_00000002,0,./data/Images/Angry/HarryPotter_Deathly_Hallows_1_010758520_00000002.png,0.00018083,-0.017269,-0.0028306,-0.011251,-0.010107,-0.00049335,0.01023,-0.00092172,-0.0041511,-0.0032157,4,data/crop_faces/0/HarryPotter_Deathly_Hallows_1_010758520_00000002.png,True
HarryPotter_PhilosopherStone_001519934_00000076,0,./data/Images/Angry/HarryPotter_PhilosopherStone_001519934_00000076.png,-0.00053999,0.0040051,0.0057199,-0.0098225,0.00020507,0.008203,-0.0024926,-0.0064289,0.001804,-0.0001421,4,data/crop_faces/0/HarryPotter_PhilosopherStone_001519934_00000076.png,True
MissMarch_004423640_00000062,0,./data/Images/Angry/MissMarch_004423640_00000062.png,-0.0037452,0.0089895,-0.00059486,-0.0028927,0.015873,0.0011174,-0.0086034,-0.0041624,-0.0029197,0.00031146,4,data/crop_faces/0/MissMarch_004423640_00000062.png,True
OceansThirteen_012738600_00000057,0,./data/Images/Angry/OceansThirteen_012738600_00000057.png,0.00088792,0.046673,0.0079193,-0.012235,-0.0012446,-0.0008385,-0.0031578,0.0031007,0.0046654,0.0044459,4,data/crop_faces/0/OceansThirteen_012738600_00000057.png,False
AlexEmma_000846120_00000015,0,./data/Images/Angry/AlexEmma_000846120_00000015.png,-0.0030116,0.013759,-0.0087055,0.0019429,0.0061133,0.01235,-0.0044805,-6.89e-05,0.0022386,0.0063954,4,data/crop_faces/0/AlexEmma_000846120_00000015.png,False
DeepBlueSea_005737640_00000091,0,./data/Images/Angry/DeepBlueSea_005737640_00000091.png,-7.91e-05,0.034971,0.0047666,-0.010163,0.0069582,0.003081,-0.0078868,0.0017879,-0.0073303,0.0021912,4,data/crop_faces/0/DeepBlueSea_005737640_00000091.png,True
AndSoonCameDarkness_005445120_00000053,0,./data/Images/Angry/AndSoonCameDarkness_005445120_00000053.png,-0.0011216,0.0009297,0.0068987,-0.00050649,0.0112,-0.0035101,-0.0099428,0.0039688,-0.0019801,-0.0025555,4,data/crop_faces/0/AndSoonCameDarkness_005445120_00000053.png,False
NanyDiaries_011359760_00000038,0,./data/Images/Angry/NanyDiaries_011359760_00000038.png,-0.0035437,-0.0065801,0.00098946,0.0066649,0.0063339,-0.0046147,-0.010598,-0.0088973,-0.00072206,-0.0059575,4,data/crop_faces/0/NanyDiaries_011359760_00000038.png,True
NotSuitableForChildren_002137000_00000003,0,./data/Images/Angry/NotSuitableForChildren_002137000_00000003.png,-0.0015371,0.0084781,0.00032797,-0.0071397,-0.0048556,0.0039832,-0.0085738,-0.010527,9.83e-05,0.0020199,4,data/crop_faces/0/NotSuitableForChildren_002137000_00000003.png,True
AlexEmma_000958320_00000069,0,./data/Images/Angry/AlexEmma_000958320_00000069.png,-0.0011055,0.0021197,-0.0032849,-0.0064262,-0.011666,0.0025168,-0.0088354,-0.0023136,-0.0041014,0.001039,4,data/crop_faces/0/AlexEmma_000958320_00000069.png,False
